contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
GX_BH_contig_11247691	48369	No	NA	51	7	3	High-quality	High-quality	98.62	AAI-based (medium-confidence)	0	1	
GD_ST_contig_16729626	48287	No	NA	62	8	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
SD_QD_contig_18170923	48283	No	NA	56	29	0	Medium-quality	Genome-fragment	79.71	AAI-based (medium-confidence)	0	1.01	
ZJ_NB_contig_16511301||full	48260	No	NA	45	1	12	Low-quality	Genome-fragment	21.73	HMM-based (lower-bound)	0	1	
JS_YC_contig_21356588	48142	No	NA	45	7	0	Low-quality	Genome-fragment	30.11	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_7625449	48081	No	NA	58	5	0	Medium-quality	Genome-fragment	58.23	HMM-based (lower-bound)	0	1	
GD_ST_contig_24661388	47955	No	NA	51	14	0	Medium-quality	Genome-fragment	85.56	HMM-based (lower-bound)	0	1	
GD_ZH_contig_26447523||full	47950	No	NA	67	25	0	Medium-quality	Genome-fragment	80.56	AAI-based (medium-confidence)	0	1.01	
JS_YC_contig_20993849	47932	No	NA	42	12	0	Low-quality	Genome-fragment	44.13	AAI-based (medium-confidence)	0	1	
GD_ST_contig_26433162	47820	No	NA	49	27	0	Medium-quality	Genome-fragment	75.31	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_21113366	47722	No	NA	68	11	1	Medium-quality	Genome-fragment	50.21	AAI-based (medium-confidence)	0	1	
GD_ST_contig_16047051||full	47579	No	NA	66	4	0	Low-quality	Genome-fragment	28.92	HMM-based (lower-bound)	0	1	low-confidence DTR
ZJ_NB_contig_6034540||full	47512	No	NA	67	11	1	Complete	High-quality	100	DTR (high-confidence)	0	1.01	
GX_BH_contig_4590420||full_1	47500	No	NA	62	26	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	
GX_BH_contig_19650475||0_partial_1	47490	No	NA	72	26	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_17247846||full	47377	No	NA	71	14	6	Medium-quality	Genome-fragment	65.27	HMM-based (lower-bound)	0	1	low-confidence DTR
JS_LYG_contig_7915881	47372	No	NA	21	4	0	Low-quality	Genome-fragment	40.54	AAI-based (medium-confidence)	0	1	
JS_YC_contig_14776671	47304	No	NA	41	9	1	Low-quality	Genome-fragment	16.93	AAI-based (high-confidence)	0	1.01	
SD_QD_contig_29533501	47244	No	NA	47	3	0	Low-quality	Genome-fragment	32.74	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_3760751	47208	No	NA	73	13	1	Medium-quality	Genome-fragment	59.42	HMM-based (lower-bound)	0	1	low-confidence DTR
ZJ_WZ_contig_16967216	47169	No	NA	63	10	1	Medium-quality	Genome-fragment	50.38	HMM-based (lower-bound)	0	1	low-confidence DTR
ZJ_WZ_contig_18146354	47121	No	NA	37	15	1	Low-quality	Genome-fragment	13.55	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_28905927||full	47005	No	NA	59	5	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
HN_SY_contig_15604402||full	46933	No	NA	77	4	1	Medium-quality	Genome-fragment	52.03	HMM-based (lower-bound)	0	1	low-confidence DTR
JS_YC_contig_8135996	46920	No	NA	56	5	1	Low-quality	Genome-fragment	43.98	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_12008308	46900	No	NA	86	15	6	Low-quality	Genome-fragment	27.76	AAI-based (high-confidence)	0	1	
GX_BH_contig_34176862||full	46892	No	NA	68	20	2	Low-quality	Genome-fragment	45.51	HMM-based (lower-bound)	0	1	low-confidence DTR
GD_ZH_contig_15260596	46809	No	NA	53	16	0	Complete	High-quality	100	DTR (high-confidence)	0	1.01	
LN_DD_contig_25683321||full	46777	No	NA	61	14	1	Complete	High-quality	100	DTR (high-confidence)	0	1.01	
HN_SY_contig_14114368	46620	No	NA	43	10	0	Low-quality	Genome-fragment	29.29	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_2603021	46601	No	NA	62	5	0	Low-quality	Genome-fragment	33.43	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_19910492	46557	No	NA	42	11	1	Low-quality	Genome-fragment	43.9	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_11854965||full	46555	No	NA	49	1	2	Low-quality	Genome-fragment	23.16	AAI-based (medium-confidence)	0	1	
HN_SY_contig_34732561	46491	No	NA	68	10	2	Medium-quality	Genome-fragment	69.28	HMM-based (lower-bound)	0	1.01	low-confidence DTR
JS_YC_contig_4583462	46452	No	NA	52	1	1	Low-quality	Genome-fragment	10.37	AAI-based (medium-confidence)	0	1	
HN_SY_contig_26323268	46362	No	NA	30	3	0	Low-quality	Genome-fragment	36.29	AAI-based (medium-confidence)	0	1	
JS_YC_contig_2645155||full	46338	No	NA	72	21	0	Medium-quality	Genome-fragment	67.4	HMM-based (lower-bound)	0	1	
SD_DY_contig_22749074	46222	No	NA	46	3	2	Low-quality	Genome-fragment	10.79	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_9944345||full	46213	No	NA	41	1	11	Medium-quality	Genome-fragment	59.54	HMM-based (lower-bound)	0	1	
JS_LYG_contig_812578	46204	No	NA	61	12	2	Low-quality	Genome-fragment	30.14	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_24021099	46007	No	NA	57	15	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
ZJ_NB_contig_2200454	45967	No	NA	66	8	1	Medium-quality	Genome-fragment	53.55	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_19073660	45955	No	NA	70	4	0	Medium-quality	Genome-fragment	54.6	HMM-based (lower-bound)	0	1	low-confidence DTR
JS_LYG_contig_24391583	45946	No	NA	56	7	1	Low-quality	Genome-fragment	31.74	HMM-based (lower-bound)	0	1	
HN_SY_contig_166748	45794	No	NA	84	8	1	Low-quality	Genome-fragment	45.26	AAI-based (medium-confidence)	0	1	
GX_BH_contig_31492000||full	45726	No	NA	54	14	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1.01	
HN_SY_contig_33040553	45684	No	NA	69	7	2	Low-quality	Genome-fragment	41.11	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_9142057	45648	No	NA	47	8	1	High-quality	High-quality	91.67	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_6410410	45641	No	NA	53	14	1	Medium-quality	Genome-fragment	71.71	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_15566350	45368	No	NA	58	7	1	Low-quality	Genome-fragment	36.03	HMM-based (lower-bound)	0	1	
JS_LYG_contig_20188765	45341	No	NA	45	18	0	Medium-quality	Genome-fragment	70.21	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_2760454	45338	No	NA	61	20	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
GD_ZH_contig_7117338	45331	No	NA	57	7	0	Medium-quality	Genome-fragment	65.34	HMM-based (lower-bound)	0	1	low-confidence DTR
ZJ_WZ_contig_13039313	45321	No	NA	42	14	0	Medium-quality	Genome-fragment	59.12	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_20813386||full	45308	No	NA	60	17	2	Complete	High-quality	100	DTR (medium-confidence)	0	1	
SD_DY_contig_14315149	45304	No	NA	72	36	1	Complete	High-quality	100	DTR (high-confidence)	0	1	
ZJ_WZ_contig_18072189	45295	No	NA	75	8	2	Low-quality	Genome-fragment	48.5	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_22837109	45155	No	NA	59	7	0	High-quality	High-quality	97.18	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_9210841	45141	No	NA	73	26	0	Medium-quality	Genome-fragment	52.76	HMM-based (lower-bound)	0	1	low-confidence DTR
ZJ_WZ_contig_5573624||0_partial_1	45140	No	NA	59	16	0	High-quality	High-quality	95.74	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_17649722	45117	No	NA	52	22	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	
LN_DD_contig_2572569	45081	No	NA	60	16	0	Low-quality	Genome-fragment	23.3	AAI-based (medium-confidence)	0	1.02	
ZJ_NB_contig_19554939	45061	No	NA	48	2	3	Low-quality	Genome-fragment	12.91	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_28098796||full	45045	No	NA	62	25	0	Medium-quality	Genome-fragment	68.69	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_20296674	45024	No	NA	39	8	0	Medium-quality	Genome-fragment	74.8	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_9936736||full	44966	No	NA	64	22	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
ZJ_WZ_contig_26952815	44966	No	NA	52	1	4	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_2179839	44938	No	NA	89	2	1	Low-quality	Genome-fragment	32.22	HMM-based (lower-bound)	0	1	
JS_LYG_contig_6789050	44826	No	NA	55	4	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_11548171	44801	No	NA	52	7	0	Medium-quality	Genome-fragment	69.19	HMM-based (lower-bound)	0	1	
HN_SY_contig_15933496	44707	No	NA	68	5	1	Medium-quality	Genome-fragment	52.46	AAI-based (medium-confidence)	0	1	
GX_BH_contig_32726653	44680	No	NA	86	1	1	Medium-quality	Genome-fragment	54.3	AAI-based (high-confidence)	0	1	
JS_LYG_contig_10615732	44607	No	NA	55	0	0	Low-quality	Genome-fragment	31.82	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_5440772	44591	No	NA	93	12	1	Low-quality	Genome-fragment	27.72	HMM-based (lower-bound)	0	1.01	
JS_LYG_contig_10493286	44524	No	NA	85	24	1	Complete	High-quality	100	DTR (high-confidence)	0	1	
JS_LYG_contig_14008938||full	44502	No	NA	75	12	0	Medium-quality	Genome-fragment	68.03	AAI-based (medium-confidence)	0	1	low-confidence DTR
GX_BH_contig_7531676||full_1	44455	No	NA	56	17	0	High-quality	High-quality	90.2	AAI-based (medium-confidence)	0	1	
GX_BH_contig_20983290	44391	No	NA	57	6	0	Medium-quality	Genome-fragment	50.77	HMM-based (lower-bound)	0	1	low-confidence DTR
ZJ_WZ_contig_15013532	44369	No	NA	65	3	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	
HN_SY_contig_11059226	44368	No	NA	67	10	0	Low-quality	Genome-fragment	49.97	HMM-based (lower-bound)	0	1	low-confidence DTR
JS_YC_contig_20559046||full	44365	No	NA	64	7	1	Medium-quality	Genome-fragment	66.56	HMM-based (lower-bound)	0	1	low-confidence DTR
LN_DD_contig_8041043	44351	No	NA	59	24	1	Low-quality	Genome-fragment	24.74	AAI-based (medium-confidence)	0	1	
LN_DD_contig_16733374	44341	No	NA	52	18	1	Low-quality	Genome-fragment	25.89	AAI-based (high-confidence)	0	1	
HN_SY_contig_18288295	44339	No	NA	63	36	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
ZJ_WZ_contig_12140387	44308	No	NA	58	7	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
JS_YC_contig_21797569	44258	No	NA	88	2	1	Low-quality	Genome-fragment	29.65	HMM-based (lower-bound)	0	1	
SD_QD_contig_31506539||full	44258	No	NA	61	22	0	Complete	High-quality	100	DTR (medium-confidence)	0	1	
JS_LYG_contig_3818386	44239	No	NA	51	18	0	Medium-quality	Genome-fragment	57.17	AAI-based (medium-confidence)	0	1	
SD_DY_contig_5676738	44223	No	NA	35	2	11	Low-quality	Genome-fragment	23.02	HMM-based (lower-bound)	0	1	
HN_SY_contig_18106727||full	44141	No	NA	46	15	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	
GD_ST_contig_6463490||full	44124	No	NA	50	14	0	Medium-quality	Genome-fragment	59.46	AAI-based (high-confidence)	0	1	
GD_ST_contig_24059382_fragment_1	44110	No	NA	48	2	3	Medium-quality	Genome-fragment	50.95	HMM-based (lower-bound)	0	1	
JS_YC_contig_25210775	44095	No	NA	36	10	0	Low-quality	Genome-fragment	37.66	AAI-based (medium-confidence)	0	1	
JS_YC_contig_19157611	44049	No	NA	53	18	1	Low-quality	Genome-fragment	31.08	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_4606515	44018	No	NA	65	11	1	Medium-quality	Genome-fragment	68.08	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_15696408||full	43920	No	NA	65	11	4	Low-quality	Genome-fragment	40.66	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_16827844||full	43887	No	NA	20	0	9	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
SD_DY_contig_22739958||full	43844	No	NA	73	3	2	Low-quality	Genome-fragment	23.93	HMM-based (lower-bound)	0	1	
GD_ZH_contig_7530599	43759	No	NA	42	6	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_15304122	43729	No	NA	56	32	0	Medium-quality	Genome-fragment	72.81	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_1544270	43719	No	NA	62	34	1	Medium-quality	Genome-fragment	72.71	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_5801517	43704	No	NA	63	9	0	Medium-quality	Genome-fragment	61.23	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_24366458	43702	No	NA	42	11	1	Medium-quality	Genome-fragment	60.23	AAI-based (high-confidence)	0	1	
JS_LYG_contig_11298731	43673	No	NA	54	31	0	Medium-quality	Genome-fragment	72.75	AAI-based (medium-confidence)	0	1	low-confidence DTR
JS_LYG_contig_1876157||full	43619	No	NA	67	22	0	Medium-quality	Genome-fragment	82.87	AAI-based (medium-confidence)	0	1.02	
GD_ST_contig_4360050||full	43595	No	NA	38	17	1	Complete	High-quality	100	DTR (high-confidence)	0	1	
GD_ZH_contig_22376602	43433	No	NA	56	6	1	Low-quality	Genome-fragment	47.99	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_21254207	43418	No	NA	48	12	3	Medium-quality	Genome-fragment	64.12	HMM-based (lower-bound)	0	1	
FJ_XM_contig_26758112||full	43416	No	NA	60	12	0	Medium-quality	Genome-fragment	61.61	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_13146441	43304	No	NA	17	17	0	Low-quality	Genome-fragment	24.58	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_22475449	43296	No	NA	61	7	0	High-quality	High-quality	98.75	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_3442800||full	43281	No	NA	40	4	1	Medium-quality	Genome-fragment	65.65	HMM-based (lower-bound)	0	1	
HN_SY_contig_33776376||full	43253	No	NA	62	10	0	High-quality	High-quality	95.97	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_329129	43235	No	NA	47	19	0	Low-quality	Genome-fragment	43.06	AAI-based (medium-confidence)	0	1	
HN_SY_contig_7973706	43229	No	NA	51	10	0	Low-quality	Genome-fragment	47.13	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_26283871	43229	No	NA	65	10	0	Medium-quality	Genome-fragment	52.77	HMM-based (lower-bound)	0	1	
JS_YC_contig_23437866	43209	No	NA	68	5	1	Medium-quality	Genome-fragment	52.39	HMM-based (lower-bound)	0	1	
GD_ZH_contig_7708484	43144	No	NA	48	5	0	High-quality	High-quality	93.22	AAI-based (high-confidence)	0	1	
SD_DY_contig_16429676	43112	No	NA	73	8	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
ZJ_WZ_contig_17369750	43082	No	NA	84	3	3	Low-quality	Genome-fragment	30.52	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_27245789||full	43074	No	NA	55	8	1	Medium-quality	Genome-fragment	60.31	HMM-based (lower-bound)	0	1.01	low-confidence DTR
LN_DD_contig_7764291	43071	No	NA	64	38	1	High-quality	High-quality	91.55	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_1299690||full	43055	No	NA	85	7	1	Low-quality	Genome-fragment	12.17	HMM-based (lower-bound)	0	1	
SD_QD_contig_30842397	43047	No	NA	70	20	1	Medium-quality	Genome-fragment	53.13	HMM-based (lower-bound)	0	1	
GX_BH_contig_27443582||full	42920	No	NA	52	15	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
GX_BH_contig_3838709||full	42919	No	NA	63	6	0	Medium-quality	Genome-fragment	54.9	HMM-based (lower-bound)	0	1.01	low-confidence DTR
ZJ_NB_contig_27298351||full	42892	No	NA	57	13	0	Medium-quality	Genome-fragment	72.79	AAI-based (medium-confidence)	0	1	
LN_DD_contig_1869798	42869	No	NA	62	5	0	Low-quality	Genome-fragment	45.18	HMM-based (lower-bound)	0	1.01	
LN_DD_contig_10659877	42851	No	NA	53	19	0	Low-quality	Genome-fragment	20.99	AAI-based (high-confidence)	0	1.01	
JS_YC_contig_25926019	42849	No	NA	41	16	0	Low-quality	Genome-fragment	38.41	AAI-based (medium-confidence)	0	1	
LN_DD_contig_22841385	42838	No	NA	45	17	0	Medium-quality	Genome-fragment	64.23	HMM-based (lower-bound)	0	1	
JS_YC_contig_4218479	42716	No	NA	63	10	0	Medium-quality	Genome-fragment	68.92	HMM-based (lower-bound)	0	1	
LN_DD_contig_1109277	42584	No	NA	53	19	0	Medium-quality	Genome-fragment	84.85	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_18676509||full	42512	No	NA	50	23	1	High-quality	High-quality	91.17	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_22744443	42476	No	NA	50	18	1	Low-quality	Genome-fragment	39.43	AAI-based (high-confidence)	0	1	
SD_QD_contig_21010786	42467	No	NA	49	10	1	Low-quality	Genome-fragment	46.52	AAI-based (medium-confidence)	0	1	
HN_SY_contig_1672617	42461	No	NA	68	17	0	Low-quality	Genome-fragment	27	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_11316996	42457	No	NA	67	25	0	High-quality	High-quality	93.54	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_10988921	42447	No	NA	54	30	0	Low-quality	Genome-fragment	22.66	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_27246264	42359	No	NA	69	13	0	Medium-quality	Genome-fragment	55.18	HMM-based (lower-bound)	0	1.01	low-confidence DTR
LN_DD_contig_18748406	42319	No	NA	45	14	1	Medium-quality	Genome-fragment	82.13	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_27040636	42285	No	NA	61	14	1	Complete	High-quality	100	DTR (high-confidence)	0	1	
GX_BH_contig_33316885||0_partial_1	42266	No	NA	44	15	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	
JS_LYG_contig_6073232	42265	No	NA	38	7	1	Low-quality	Genome-fragment	21.26	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_28905745||full	42073	No	NA	65	6	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
FJ_XM_contig_10973223	42038	No	NA	57	14	0	Complete	High-quality	100	DTR (high-confidence)	0	1.01	
HN_SY_contig_8004704	41989	No	NA	33	20	0	Low-quality	Genome-fragment	11.19	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_23335908	41983	No	NA	68	12	1	Low-quality	Genome-fragment	48.76	HMM-based (lower-bound)	0	1	
SD_QD_contig_23191583	41916	No	NA	67	10	0	Low-quality	Genome-fragment	44.86	HMM-based (lower-bound)	0	1	
HN_SY_contig_5877827_fragment_1	41878	No	NA	38	1	9	Low-quality	Genome-fragment	39.33	AAI-based (medium-confidence)	0	1	
LN_DD_contig_4593377	41871	No	NA	67	9	3	Low-quality	Genome-fragment	40.29	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_24211878	41860	No	NA	38	19	0	Low-quality	Genome-fragment	25.34	AAI-based (medium-confidence)	0	1.01	
GD_ZH_contig_22751268	41818	No	NA	52	12	1	Complete	High-quality	100	DTR (medium-confidence)	0	1	
ZJ_WZ_contig_23549867	41816	No	NA	44	3	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	
GX_BH_contig_16042314	41751	No	NA	59	10	0	Medium-quality	Genome-fragment	51.01	HMM-based (lower-bound)	0	1	
FJ_XM_contig_1466617	41732	No	NA	48	7	0	Medium-quality	Genome-fragment	66.07	AAI-based (medium-confidence)	0	1	
HN_SY_contig_9410036	41715	No	NA	80	33	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
GX_BH_contig_20069125||0_partial_1	41693	No	NA	65	21	0	High-quality	High-quality	91.41	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_18055329||full	41641	No	NA	60	14	4	High-quality	High-quality	93.54	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_17797302	41401	No	NA	65	24	0	Low-quality	Genome-fragment	25.45	AAI-based (high-confidence)	0	1	
JS_YC_contig_20998662||full	41374	No	NA	46	7	2	Low-quality	Genome-fragment	11.52	HMM-based (lower-bound)	0	1	
JS_YC_contig_28544756	41339	No	NA	62	19	0	Medium-quality	Genome-fragment	57.77	HMM-based (lower-bound)	0	1	low-confidence DTR
GD_ZH_contig_6574053	41330	No	NA	42	10	2	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	
GX_BH_contig_1772515||full	41270	No	NA	61	5	0	Medium-quality	Genome-fragment	64.83	HMM-based (lower-bound)	0	1	
GD_ST_contig_24153806||full_1	41252	No	NA	51	23	1	High-quality	High-quality	99.03	AAI-based (high-confidence)	0	1	
SD_DY_contig_18400121	41245	No	NA	38	4	1	Low-quality	Genome-fragment	33.81	HMM-based (lower-bound)	0	1	
LN_DD_contig_14099474	41211	No	NA	35	20	0	Medium-quality	Genome-fragment	57.33	AAI-based (high-confidence)	0	1	
GX_BH_contig_29408614||full_1	41190	No	NA	50	15	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_23558960||full	41128	No	NA	32	10	1	Low-quality	Genome-fragment	17.93	AAI-based (medium-confidence)	0	1.01	
GD_ZH_contig_13870853	41069	No	NA	54	30	0	Medium-quality	Genome-fragment	68.56	AAI-based (high-confidence)	0	1	
JS_LYG_contig_25272577	40978	No	NA	67	18	0	Complete	High-quality	100	DTR (medium-confidence)	0	1	
SD_DY_contig_7173969||full	40972	No	NA	61	9	1	Medium-quality	Genome-fragment	82.76	AAI-based (medium-confidence)	0	1	
JS_YC_contig_11876342||full	40938	No	NA	50	15	0	Complete	High-quality	100	DTR (high-confidence)	0	1	
JS_YC_contig_8823492	40820	No	NA	81	13	0	Low-quality	Genome-fragment	38.95	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_26528066||full	40816	No	NA	80	6	4	Low-quality	Genome-fragment	17.95	HMM-based (lower-bound)	0	1	
JS_YC_contig_7654920||full_1	40741	No	NA	58	6	4	Low-quality	Genome-fragment	11.46	AAI-based (medium-confidence)	0	1	
GX_BH_contig_22427062	40726	No	NA	57	13	0	High-quality	High-quality	99.08	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_25828222	40720	No	NA	52	5	0	Low-quality	Genome-fragment	43.18	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_21983992	40714	No	NA	51	17	1	Low-quality	Genome-fragment	32.22	AAI-based (medium-confidence)	0	1	
GD_ST_contig_15063239	40658	No	NA	35	19	0	Low-quality	Genome-fragment	42.5	HMM-based (lower-bound)	0	1	
SD_QD_contig_24494084	40613	No	NA	56	19	0	Medium-quality	Genome-fragment	87.86	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_13730558	40472	No	NA	58	10	0	Medium-quality	Genome-fragment	54.05	HMM-based (lower-bound)	0	1	low-confidence DTR
JS_YC_contig_28462610	40469	No	NA	45	0	1	Medium-quality	Genome-fragment	59.97	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_LYG_contig_24722927	40411	No	NA	63	18	1	Medium-quality	Genome-fragment	83.17	AAI-based (high-confidence)	0	1	
SD_DY_contig_26705275||full	40389	No	NA	47	10	0	Medium-quality	Genome-fragment	71.29	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_11962576	40347	No	NA	54	2	0	Low-quality	Genome-fragment	18.98	HMM-based (lower-bound)	0	1	
GX_BH_contig_5142967	40298	No	NA	61	11	1	Medium-quality	Genome-fragment	54.57	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_6484452||full	40261	No	NA	61	5	0	Low-quality	Genome-fragment	40.15	HMM-based (lower-bound)	0	1	
