seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
ZJ_WZ_contig_3397095	7696	No terminal repeats	NA	10	11	0.9835	NA	1	14.1686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_2521382	13023	No terminal repeats	NA	15	11	0.9835	NA	3	24.8932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_5422246	8718	No terminal repeats	NA	10	11	0.9835	NA	1	17.1574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_4510616	8144	No terminal repeats	NA	7	11	0.9835	NA	0	12.0186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_16167744	5619	No terminal repeats	NA	7	11	0.9835	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_10037664	30430	No terminal repeats	NA	22	11	0.9835	NA	3	36.0322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_NB_contig_12117095	5954	No terminal repeats	NA	8	11	0.9835	NA	0	13.0773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_23787571	13152	No terminal repeats	NA	16	11	0.9835	NA	2	24.5844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_12924681	7329	No terminal repeats	NA	17	11	0.9835	NA	1	25.2810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_17459127	7708	No terminal repeats	NA	14	11	0.9835	NA	1	21.3496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_25928771	25272	No terminal repeats	NA	31	11	0.9835	NA	5	50.8992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_8042689	8247	No terminal repeats	NA	22	11	0.9835	NA	0	33.5181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_23807005	9681	No terminal repeats	NA	7	11	0.9835	NA	1	10.4658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_1195909	7009	No terminal repeats	NA	8	11	0.9835	NA	1	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_15274069	5100	No terminal repeats	NA	9	11	0.9835	NA	1	15.2642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_1622708	6549	No terminal repeats	NA	8	11	0.9835	NA	1	13.4892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_20459252	5101	No terminal repeats	NA	7	11	0.9834	NA	2	11.1387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_24241409	5043	No terminal repeats	NA	5	11	0.9834	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_3105010	20092	No terminal repeats	NA	26	11	0.9834	NA	6	37.5126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_9633559	13762	No terminal repeats	NA	33	11	0.9834	NA	1	51.5217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_8303051	6696	No terminal repeats	NA	14	11	0.9834	NA	2	21.9221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_12036560	10866	No terminal repeats	NA	14	11	0.9834	NA	1	22.0208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_7829056	11224	No terminal repeats	NA	8	11	0.9834	NA	2	13.2498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_9073044||full	7528	No terminal repeats	NA	9	11	0.9834	NA	3	15.4495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_5218715	6808	No terminal repeats	NA	7	11	0.9834	NA	0	12.0230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_17139776	6821	No terminal repeats	NA	7	11	0.9834	NA	2	12.0270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_5661215	11424	No terminal repeats	NA	13	11	0.9834	NA	2	22.1164	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_8771206	12376	No terminal repeats	NA	18	11	0.9834	NA	1	27.8541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_13339323	8090	No terminal repeats	NA	11	11	0.9834	NA	0	16.7875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_22377954	9841	No terminal repeats	NA	18	11	0.9834	NA	2	27.0860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_26650509_1	4499	No terminal repeats	NA	8	11	0.9834	NA	1	13.5589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13196823	8463	No terminal repeats	NA	12	11	0.9834	NA	5	18.2358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_26397263	5061	No terminal repeats	NA	9	11	0.9834	NA	1	12.7198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_18230989	5504	No terminal repeats	NA	10	11	0.9834	NA	1	16.7008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_22123247	7361	No terminal repeats	NA	9	11	0.9834	NA	2	15.2815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
LN_DD_contig_13304245	5220	No terminal repeats	NA	8	11	0.9834	NA	2	13.4163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_1245578	11482	No terminal repeats	NA	16	11	0.9834	NA	2	24.6169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_186639	5295	No terminal repeats	NA	10	11	0.9834	NA	3	16.5491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10732627	18949	No terminal repeats	NA	26	11	0.9834	NA	6	44.2451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_25610959||full	5858	No terminal repeats	NA	6	11	0.9834	NA	0	10.0584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_20647050	6508	No terminal repeats	NA	5	11	0.9834	NA	0	7.9721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_902774	5570	No terminal repeats	NA	7	11	0.9834	NA	0	11.7132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_30122267	6741	No terminal repeats	NA	13	11	0.9834	NA	0	19.1927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_18131526	9280	No terminal repeats	NA	15	11	0.9834	NA	5	22.9132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_13161292||full	5838	No terminal repeats	NA	10	11	0.9834	NA	2	14.7181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_7926177	10237	No terminal repeats	NA	18	11	0.9834	NA	2	30.6520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_685895	12100	No terminal repeats	NA	23	11	0.9834	NA	4	37.0126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_2795391	5902	No terminal repeats	NA	13	11	0.9834	NA	1	18.4833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_4793106	7630	No terminal repeats	NA	9	11	0.9834	NA	6	12.8689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_24431020	5668	No terminal repeats	NA	8	11	0.9834	NA	1	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
SD_QD_contig_13178460	5537	No terminal repeats	NA	12	11	0.9834	NA	3	19.3617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_1188132	14603	No terminal repeats	NA	19	11	0.9834	NA	1	32.3135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
JS_LYG_contig_19028065	6523	No terminal repeats	NA	11	11	0.9834	NA	1	18.3545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19536325	21366	No terminal repeats	NA	17	11	0.9834	NA	1	27.5000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_3417903	5640	No terminal repeats	NA	7	11	0.9834	NA	3	11.5335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_22480074	12565	No terminal repeats	NA	15	11	0.9834	NA	1	23.6700	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
FJ_XM_contig_11520058	8664	No terminal repeats	NA	8	11	0.9834	NA	7	13.3018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_1660130	9657	No terminal repeats	NA	10	11	0.9834	NA	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
GD_ZH_contig_12566118	8405	No terminal repeats	NA	12	11	0.9834	NA	4	18.5900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_22320418	23677	No terminal repeats	NA	24	11	0.9834	NA	3	35.3979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_14672091	8231	No terminal repeats	NA	10	11	0.9834	NA	3	14.9644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_19403123||full	5726	No terminal repeats	NA	7	11	0.9834	NA	0	11.4635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_17039426	5339	No terminal repeats	NA	5	11	0.9834	NA	3	8.2091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_284704||full	13700	No terminal repeats	NA	8	11	0.9834	NA	0	12.5662	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_5735736	5310	No terminal repeats	NA	11	11	0.9834	NA	5	18.0577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_27266761||full	6236	No terminal repeats	NA	5	11	0.9834	NA	0	8.4775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_WZ_contig_20154875	5285	No terminal repeats	NA	7	11	0.9834	NA	2	12.0237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_19077689	5340	No terminal repeats	NA	6	11	0.9834	NA	2	10.3087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_35552340	7642	No terminal repeats	NA	11	11	0.9834	NA	2	18.3430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_23589406	10856	No terminal repeats	NA	13	11	0.9834	NA	6	20.7675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_1810466	5709	No terminal repeats	NA	7	11	0.9834	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
ZJ_WZ_contig_26360528	12193	No terminal repeats	NA	9	11	0.9834	NA	0	15.2246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_13198000	13826	No terminal repeats	NA	13	11	0.9834	NA	3	22.3216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_LYG_contig_5880494	5417	No terminal repeats	NA	6	11	0.9834	NA	2	10.3002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
SD_QD_contig_15791644	7545	No terminal repeats	NA	6	11	0.9834	NA	0	10.2926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_191031	6446	No terminal repeats	NA	5	11	0.9834	NA	0	8.2199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_6221151	7836	No terminal repeats	NA	8	11	0.9834	NA	3	13.0776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_25102636	12464	No terminal repeats	NA	31	11	0.9834	NA	1	51.5265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_3861387	6877	No terminal repeats	NA	12	11	0.9834	NA	6	17.6337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_7672215	12378	No terminal repeats	NA	11	11	0.9834	NA	4	15.3863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
ZJ_WZ_contig_26616487	6518	No terminal repeats	NA	6	11	0.9834	NA	0	10.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_25674297	5833	No terminal repeats	NA	10	11	0.9834	NA	2	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10666244	6869	No terminal repeats	NA	11	11	0.9834	NA	3	17.3022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_9329596||full	6519	No terminal repeats	NA	6	11	0.9834	NA	0	10.2834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
HN_SY_contig_6387061	6946	No terminal repeats	NA	6	11	0.9834	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_8022	6026	No terminal repeats	NA	6	11	0.9834	NA	3	10.3081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_12415756	16041	No terminal repeats	NA	24	11	0.9834	NA	5	39.1310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_26726385	15171	No terminal repeats	NA	26	11	0.9834	NA	3	39.0664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_1050182	8468	No terminal repeats	NA	16	11	0.9834	NA	3	24.9764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_11806206	6148	No terminal repeats	NA	9	11	0.9834	NA	0	15.4556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_NB_contig_24000007	5328	No terminal repeats	NA	10	11	0.9834	NA	1	16.0781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_4453786	9281	No terminal repeats	NA	12	11	0.9834	NA	1	20.6075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_3741101	6571	No terminal repeats	NA	8	11	0.9834	NA	1	12.6741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_488833	7235	No terminal repeats	NA	10	11	0.9834	NA	3	14.3786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_19003245||full	13862	No terminal repeats	NA	7	11	0.9834	NA	0	11.6249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_24339185	5411	No terminal repeats	NA	9	11	0.9834	NA	1	14.3990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_17059884	6015	No terminal repeats	NA	10	11	0.9834	NA	1	17.1719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_9686172	6100	No terminal repeats	NA	12	11	0.9834	NA	1	18.5350	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_26913236	5488	No terminal repeats	NA	4	11	0.9834	NA	0	6.4627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_20354774	7072	No terminal repeats	NA	7	11	0.9834	NA	1	11.2461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_9983505	7124	No terminal repeats	NA	6	11	0.9834	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_WZ_contig_14781388	6057	No terminal repeats	NA	4	11	0.9834	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_25399229	7398	No terminal repeats	NA	4	11	0.9834	NA	0	6.8563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
JS_LYG_contig_23162106	7047	No terminal repeats	NA	17	11	0.9834	NA	0	27.0543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_2131047	21404	No terminal repeats	NA	38	11	0.9834	NA	2	59.1911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_17743863	14244	No terminal repeats	NA	19	11	0.9834	NA	3	29.2400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_24906648	14276	No terminal repeats	NA	13	11	0.9834	NA	1	20.1655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_7341722	11791	No terminal repeats	NA	11	11	0.9834	NA	0	18.7516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_30116442	13023	No terminal repeats	NA	13	11	0.9834	NA	1	21.8565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_78474	10813	No terminal repeats	NA	13	11	0.9834	NA	2	21.7601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_21067869	7156	No terminal repeats	NA	10	11	0.9834	NA	4	15.1714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_22620098	5832	No terminal repeats	NA	6	11	0.9834	NA	1	10.0036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_11051552	5553	No terminal repeats	NA	6	11	0.9833	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_NB_contig_3599008||full	8612	No terminal repeats	NA	19	11	0.9833	NA	3	32.4600	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_14614420	10557	No terminal repeats	NA	9	11	0.9833	NA	0	15.1479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_14200856	7136	No terminal repeats	NA	8	11	0.9833	NA	1	13.5330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_35027942	6106	No terminal repeats	NA	8	11	0.9833	NA	0	11.8021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_35342346	5418	No terminal repeats	NA	10	11	0.9833	NA	2	14.4824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_12057325	8112	No terminal repeats	NA	15	11	0.9833	NA	3	21.7850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_7865960	5549	No terminal repeats	NA	10	11	0.9833	NA	1	16.5677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_7375991	5177	No terminal repeats	NA	7	11	0.9833	NA	0	11.8537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_6987205	6127	No terminal repeats	NA	18	11	0.9833	NA	5	27.5242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19571951	5145	No terminal repeats	NA	7	11	0.9833	NA	0	11.8175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_24413993	13777	No terminal repeats	NA	5	11	0.9833	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_8559728	9656	No terminal repeats	NA	7	11	0.9833	NA	0	11.8357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
ZJ_NB_contig_23050654||full	6118	No terminal repeats	NA	5	11	0.9833	NA	1	8.5027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_7950627	5993	No terminal repeats	NA	8	11	0.9833	NA	1	11.5071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
SD_QD_contig_21895424	6725	No terminal repeats	NA	12	11	0.9833	NA	2	17.7596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_24063183	5018	No terminal repeats	NA	5	11	0.9833	NA	0	8.3289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_7265811	5090	No terminal repeats	NA	8	11	0.9833	NA	0	13.7454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19797170	32434	No terminal repeats	NA	54	11	0.9833	NA	6	80.8452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_11766280	8553	No terminal repeats	NA	7	11	0.9833	NA	1	12.0109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
LN_DD_contig_6898709	17748	No terminal repeats	NA	24	11	0.9833	NA	3	36.0021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_13438758	28438	No terminal repeats	NA	37	11	0.9833	NA	2	43.4585	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_233594	5968	No terminal repeats	NA	9	11	0.9833	NA	3	13.7344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_21202543	11352	No terminal repeats	NA	14	11	0.9833	NA	1	21.8663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_7407242	9136	No terminal repeats	NA	7	11	0.9833	NA	2	11.8357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_YC_contig_3636806	5516	No terminal repeats	NA	5	11	0.9833	NA	0	8.5887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_14634981	13334	No terminal repeats	NA	18	11	0.9833	NA	1	27.1417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_16415796	5307	No terminal repeats	NA	9	11	0.9833	NA	4	14.8940	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_22820385	6032	No terminal repeats	NA	7	11	0.9833	NA	1	11.7531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_8002583	5684	No terminal repeats	NA	7	11	0.9833	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
LN_DD_contig_17364705	10674	No terminal repeats	NA	11	11	0.9833	NA	1	18.3676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_24804597||full	5276	No terminal repeats	NA	8	11	0.9833	NA	2	12.6303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_16134840	17941	No terminal repeats	NA	15	11	0.9833	NA	2	25.7571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
ZJ_WZ_contig_13955031	6919	No terminal repeats	NA	12	11	0.9833	NA	1	18.9011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_17446242	5669	No terminal repeats	NA	8	11	0.9833	NA	1	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_24867605	6222	No terminal repeats	NA	7	11	0.9833	NA	2	10.0150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
ZJ_NB_contig_23177492	6506	No terminal repeats	NA	8	11	0.9833	NA	2	13.3462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
SD_QD_contig_8067145	6640	No terminal repeats	NA	10	11	0.9833	NA	2	16.7189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_1263685	7558	No terminal repeats	NA	13	11	0.9833	NA	2	17.7112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
SD_QD_contig_5256936	8479	No terminal repeats	NA	13	11	0.9833	NA	4	18.8188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23061649	5903	No terminal repeats	NA	10	11	0.9833	NA	1	15.4336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_7862354	57450	DTR	NA	73	11	0.9833	NA	8	113.2118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_23500377||full	6188	No terminal repeats	NA	5	11	0.9833	NA	2	8.2620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_19431100||full	5174	No terminal repeats	NA	6	11	0.9833	NA	2	10.2962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_34309319	17808	No terminal repeats	NA	34	11	0.9833	NA	2	44.8950	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_21140341	5505	No terminal repeats	NA	9	11	0.9833	NA	3	11.8406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_5610940	5347	No terminal repeats	NA	6	11	0.9833	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
